Kode,Tekst,Kapitel,Kap_n,Kap_desc
DC179,Kræft i tyndtarmen UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC18,Kræft i tyktarmen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC180,Kræft i caecum,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC180A,Kræft i valva ileocaecalis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC181,Kræft i blindtarmen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC182,Kræft i colon ascendens,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC183,Kræft i flexura coli dextra,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC184,Kræft i colon transversum,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC185,Kræft i flexura coli sinistra,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC186,Kræft i colon descendens,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC187,Kræft i colon sigmoideum,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC188,Kræft i tyktarmen overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC188A,Hereditær non-polypøs kolorektal cancer (HNPCC),Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC189,Kræft i tyktarmen UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC20,Kræft i endetarmen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC209,Kræft i endetarmen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC21,Kræft i endetarmsåbningen og analkanalen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC210,Kræft i endetarmsåbningen UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC211,Kræft i analkanalen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC212,Neoplasma malignum cloacogenica ani,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC218,"Kræft i endetarm, endetarmsåbning og analkanal overgribende flere lokalisationer",Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC22,Kræft i leveren og intrahepatiske galdegange,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC220,Hepatocellulært karcinom,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC221,Kræft i intrahepatiske galdegange,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC221A,"Cholangiocarcinoma, intrahepatisk",Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC222,Hepatoblastom,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC223,Angiosarkom i leveren,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC224,Anden form for sarkom i leveren,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC227,Anden kræft i leveren,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC229,Kræft i leveren UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC23,Kræft i galdeblæren,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC239,Kræft i galdeblæren,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC24,Kræft i andre og ikke specificerede dele af galdeveje,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC240,Kræft i ekstrahepatiske galdeveje,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC240A,Kræft i ductus choledochus,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC240B,Kræft i ductus cysticus,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC240C,Kræft i ductus hepaticus communis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC240D,Kræft i ductus hepaticus dexter,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC240E,Kræft i ductus hepaticus sinister,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC241,Kræft i papilla Vateri,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC248,Kræft i galdeveje overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC249,Kræft i galdeveje UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC25,Kræft i bugspytkirtlen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC250,Kræft i caput pancreatis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC251,Kræft i corpus pancreatis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC252,Kræft i cauda pancreatis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC253,Kræft i ductus pancreaticus,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC254,Kræft i Langerhanske øer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC257,Kræft i andre dele af pancreas,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC258,Kræft i pancreas overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC259,Kræft i pancreas UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC26,Kræft i andre og dårligt specificerede fordøjelsesorganer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC260,Kræft i tarmkanalen UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC261,Kræft i milten,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC268,Kræft i fordøjelsesorganerne overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC269,Kræft i fordøjelseorganerne UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC30,Kræft i næsehulen og mellemøret,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC300,Kræft i næsehulen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC300A,Kræft i concha nasi,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC300B,Kræft i næseskillevæggen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC300C,Kræft i vestibulum nasi,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC301,Kræft i mellemøre,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC301A,Kræft i cellulae mastoideae,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC301B,Kræft i tuba auditiva,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC31,Kræft i bihuler,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC310,Kræft i kæbehulen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC311,Kræft i sinus ethmoidalis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC312,Kræft i pandehulen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC313,Kræft i sinus sphenoidalis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC318,Kræft i bihuler overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC319,Kræft i bihule UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC32,Kræft i strubehovedet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC320,Kræft i glottis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC320A,Kræft i stemmelæbe,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC321,Kræft i strubehovedet lokaliseret oven for glottis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC321A,Kræft i epiglottis' bagflade,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC321B,Kræft i epiglottis lokaliseret over os hyoideum,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC321C,Kræft i laryngeale side af plica aryepiglottica,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC321D,Kræft i falsk stemmelæbe,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC322,Kræft i strubehovedet lokaliseret neden for glottis,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC323,Kræft i brusk i strubehovedet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC328,Kræft i strubehovedet overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC329,Kræft i strubehovedet UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC33,Kræft i luftrøret,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC339,Kræft i luftrøret,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC34,Kræft i bronkier og lunge,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC340,Kræft i hovedbronkie,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC340A,Kræft i lungehilus,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC340B,Kræft i carina tracheae,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC341,Kræft i lungens øverste lap,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC342,Kræft i lungens mellemste lap,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC343,Kræft i lungens nederste lap,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC348,Kræft i bronkier og lunge overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC349,Kræft i lunge UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC37,Kræft i thymus,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC379,Kræft i thymus,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC38,"Kræft i hjerte, mediastinum og lungehinde",Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC380,Kræft i hjertet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC380A,Kræft i perikardiet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC381,Kræft i mediastinum anterius,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC382,Kræft i mediastinum posterius,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC383,Kræft i mediastinum UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC384,Kræft i lungehinde,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC388,"Kræft i hjerte, mediastinum og lungehinde overgribende flere lokalisationer",Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC39,Kræft med andre og dårligt specificerede lokalisationer i åndedrætsorganer og organer i brysthulen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC390,Kræft i øvre luftveje UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC398,Kræft i brysthule og luftveje overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC399,Kræft i åndedrætsorgan eller organ i brysthule med dårligt specificeret lokalisation,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC40,Kræft i knogler og ledbrusk i ekstremiteter,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC400,"Kræft i skulderblad, lange knogler eller ledbrusk i overekstremitet",Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC400A,Kræft i ledbrusk på lang knogle i overekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC400B,Kræft i ledbrusk på skulderblad,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC400C,Knoglekræft i lang knogle i overekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC400D,Knoglekræft i skulderblad,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC401,Kræft i kort knogle eller ledbrusk i overekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC401A,Kræft i ledbrusk på kort knogle i overekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC401B,Knoglekræft i kort knogle i overekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC402,Kræft i lang knogle eller ledbrusk i underekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC402A,Kræft i ledbrusk på lang knogle i underekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC402B,Knoglekræft i lang knogle i underekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC403,Kræft i kort knogle eller ledbrusk i underekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC403A,Kræft i ledbrusk på kort knogle i underekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC403B,Knoglekræft i kort knogle i underekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC408,Kræft i knogle og ledbrusk i ekstremitet overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC409,Kræft i knogle eller ledbrusk i ekstremitet UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC41,Kræft i knogler og ledbrusk med andre og ikke specificerede lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC410,Kræft i kranie eller ansigtsknogle,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC410A,Kræft i kranieknogle,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC410B,Kræft i ansigtsknogle UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC410C,Kræft i ledbrusk i kraniet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC410D,Kræft i ledbrusk i ansigtet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC410E,Knoglekræft i overkæben,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC410F,Knoglekræft i øjenhule,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC410G,Kræft i ledbrusk i overkæben,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC411,Kræft i underkæben,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC411A,Kræft i ledbrusk i underkæben,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC412,Kræft i rygsøjlen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC412A,Kræft i ledbrusk i rygsøjlen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC412B,Knoglekræft i ryghvirvel,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC413,"Kræft i ribben, brystben eller kraveben",Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC413A,Kræft i ledbrusk på kraveben,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC413B,Kræft i ribbensbrusk,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC413C,Kræft i brystbenets ledbrusk,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC413D,Kræft i kraveben,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC413E,Kræft i ribben,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC413F,Kræft i brystbenet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC414,"Kræft i bækken, korsben eller haleben",Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC414A,Kræft i brusk i halebenet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC414B,Kræft i brusk i bækkenet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC414C,Kræft i brusk i korsbenet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC414D,Knoglekræft i halebenet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC414E,Knoglekræft i bækkenknogle,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC414F,Knoglekræft i korsbenet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC418,Kræft i knogle eller ledbrusk overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC419,Kræft i knogle eller ledbrusk UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC419A,Kræft i ledbrusk UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC419B,Kræft i knogle UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC43,Modermærkekræft i huden,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC430,Malignt melanom i hud på læbe,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC431,Malignt melanom i hud på øjenlåg,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC431A,Malignt melanom i øjenkrog,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC431B,Malignt melanom i øjenlåg,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC432,Malignt melanom i hud på øre eller i ydre øregang,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC432A,Malignt melanom i hud på øre,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC432B,Malignt melanom i hud i ydre øregang,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC433,Malignt melanom med anden eller ikke specificeret lokalisation i ansigtet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC434,Malignt melanom i hud på skalpen eller halsen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC434A,Malignt melanom i hud på skalpen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC434B,Malignt melanom i hud på halsen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC435,Malignt melanom i hud på kroppen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC435A,Malignt melanom i hud i anus,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC435B,Malignt melanom i hud på bryst,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC435C,Malignt melanom i hud i perineum,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC435L,Malignt melanom i anale marginalzone,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC436,Malignt melanom i hud på overekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC436A,Malignt melanom i hud på skulder,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC436B,Malignt melanom i hud på arm,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC436C,Malignt melanom i hud på hånd eller finger,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC437,Malignt melanom i hud på underekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC437A,Malignt melanom i hud på ben,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC437B,Malignt melanom i hud på hofte,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC437C,Malignt melanom i hud på fod eller tå,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC438,Malignt melanom overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC439,Malignt melanom i huden UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC44,Anden hudkræft,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC440,Anden hudkræft på læbe,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC441,Anden hudkræft på øjenlåg,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC441A,Anden hudkræft i øjenkrog,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC442,Anden hudkræft på øre eller i ydre øregang,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC442A,Anden hudkræft på øre,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC442B,Anden hudkræft i ydre øregang,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC443,Anden hudkræft i ansigtet med anden eller ikke specificeret lokalisation,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC444,Anden hudkræft på skalpen eller halsen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC444A,Anden hudkræft på skalpen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC444B,Anden hudkræft på halsen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC445,Anden hudkræft på kroppen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC445A,Anden hudkræft i anus,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC445B,Anden hudkræft på bryst,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC445C,Anden hudkræft i perineum,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC446,Anden hudkræft på overekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC446A,Anden hudkræft på skulder,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC446B,Anden hudkræft på arm,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC446C,Anden hudkræft på hånd eller finger,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC447,Anden hudkræft på underekstremitet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC447A,Anden hudkræft på hofte,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC447B,Anden hudkræft på ben,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC447C,Anden hudkræft på fod eller tå,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC448,Anden hudkræft overgribende flere lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC449,Anden hudkræft UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC45,Maligne mesoteliomer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC450,Malignt mesoteliom i lungehinde,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC451,Malignt mesoteliom i bughinden,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC452,Malignt mesoteliom i perikardiet,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC457,Malignt mesoteliom med anden lokalisation,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC459,Malignt mesoteliom UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC46,Kaposis sarkom,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC460,Kaposis sarkom i huden,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC461,Kaposis sarkom i bindevæv,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC462,Kaposis sarkom i ganen,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC463,Kaposis sarkom i lymfeknuder,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC467,Kaposis sarkom med anden lokalisation,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC468,Kaposis sarkom i multiple lokalisationer,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC469,Kaposis sarkom UNS,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
DC47,Kræft i perifere nerver og autonome nervesystem,Kap. II: Neoplasmer [DC00-DD48],II,Neoplasmer [DC00-DD48]
